場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
9,8,2,6.88,0.0,52.0kg,2,6.28,43.09,56.91,6.97,55.94,72.03,40,41.51,56.6,29,38.24,59.8,4754,A2,松尾,充  三重,三重,37,52.0,0.0,0,0.15
9,8,3,6.92,-0.5,52.0kg,6,5.17,29.33,53.33,5.52,36.36,54.55,67,34.62,50.0,15,30.0,50.0,3896,B1,上田,洋平  滋賀,滋賀,49,52.0,0.0,0,0.16
9,8,4,6.85,0.0,53.3kg,4,5.37,31.51,50.68,4.05,10.53,42.11,19,21.01,47.06,49,41.9,56.19,4458,B1,抹香,雄三  広島,広島,40,53.3,0.0,0,0.15
9,8,5,6.93,-0.5,53.6kg,1,6.94,47.37,68.42,7.85,46.15,61.54,66,25.25,33.33,39,28.0,44.0,3946,A1,赤岩,善生  愛知,愛知,50,53.6,0.0,0,0.15
9,8,6,6.88,-0.5,52.0kg,3,5.63,36.52,55.65,4.89,36.84,52.63,52,34.31,47.06,67,33.33,50.48,3746,A2,岡瀬,正人  岡山,岡山,51,52.0,0.0,0,0.18
9,9,1,6.89,-0.5,57.2kg,5,5.26,33.33,52.63,6.75,50.0,87.5,14,25.24,41.75,61,27.55,40.82,3482,B1,金子,猛志  群馬,群馬,55,57.2,0.0,0,0.15
9,9,2,6.88,0.0,53.5kg,2,5.78,44.44,56.79,5.22,44.44,55.56,23,28.26,45.65,36,34.25,47.95,5134,A2,大原,祥昌  広島,広島,26,53.5,0.0,0,0.15
9,9,3,6.9,0.0,55.5kg,6,3.64,13.64,28.79,3.48,12.0,28.0,33,30.83,50.83,27,26.67,44.44,4097,B1,貫地谷,直人  広島,広島,44,55.5,0.0,0,0.22
9,9,4,6.8,-0.5,51.5kg,1,6.85,43.48,61.96,8.4,90.0,90.0,68,30.25,42.86,20,28.32,47.79,4168,A1,石野,貴之  大阪,大阪,44,51.5,1.0,0,0.14
9,9,5,6.81,0.0,52.0kg,4,5.89,44.44,58.97,5.63,30.0,56.67,64,34.86,49.54,46,37.74,56.6,4057,A2,松井,賢治  兵庫,兵庫,47,52.0,0.0,0,0.15
9,9,6,6.86,-0.5,52.0kg,3,5.07,30.4,50.4,5.06,35.29,52.94,50,37.27,51.82,22,36.28,55.75,4076,B1,杉田,篤光  静岡,静岡,47,52.0,0.0,0,0.21
9,10,1,6.9,-0.5,54.1kg,1,6.28,47.32,66.07,4.59,23.53,47.06,17,21.62,36.94,74,33.65,43.27,4228,A2,吉田,慎二郎  愛知,岐阜,43,54.1,0.0,0,0.17
9,10,2,6.86,0.0,52.0kg,4,3.97,13.92,31.65,0.0,0.0,0.0,30,30.97,43.36,56,46.08,64.71,4665,B1,加藤,啓太  愛知,愛知,42,52.0,0.0,0,0.17
9,10,3,6.86,-0.5,52.4kg,5,6.81,49.55,69.37,6.53,53.33,68.89,37,43.81,60.0,57,36.61,52.68,4002,A1,古結,宏  兵庫,兵庫,48,52.4,0.0,0,0.14
9,10,4,6.86,-0.5,53.4kg,2,5.46,36.17,52.13,6.44,44.44,77.78,18,35.56,55.56,23,30.23,41.86,5243,B1,三馬,崇史  広島,広島,25,53.4,0.0,0,0.17
9,10,5,6.86,0.0,51.5kg,6,3.9,19.67,34.43,2.39,8.11,12.16,38,43.01,60.22,25,35.24,50.48,5354,B1,渡邊,雄斗  三重,宮崎,21,51.5,0.0,0,0.19
9,10,6,6.81,0.0,52.8kg,3,6.01,42.68,64.63,6.14,42.86,57.14,49,44.94,55.06,13,34.41,56.99,4677,A1,片橋,幸貴  滋賀,京都,38,52.8,0.0,0,0.15
9,11,1,6.9,0.0,54.9kg,3,6.1,43.22,55.08,5.42,35.48,48.39,27,33.33,47.62,73,32.74,51.33,3422,A2,服部,幸男  静岡,静岡,55,54.9,0.0,0,0.14
9,11,2,6.92,0.0,52.1kg,5,6.87,51.52,74.75,5.21,29.17,45.83,53,33.33,47.92,16,36.27,54.9,3813,A1,佐藤,大介  愛知,愛知,50,52.1,0.0,0,0.16
9,11,3,6.86,0.0,52.1kg,2,5.27,33.03,49.54,6.47,46.67,73.33,60,32.58,52.81,17,36.0,50.0,4904,B1,松本,一毅  大阪,大阪,31,52.1,0.0,0,0.17
9,11,4,6.93,0.0,52.8kg,1,6.26,38.14,52.58,6.44,25.0,56.25,39,40.95,52.38,69,34.26,53.7,3721,A1,守田,俊介  滋賀,京都,50,52.8,0.0,0,0.13
9,11,5,6.9,-0.5,52.0kg,6,4.96,30.14,42.47,2.83,16.67,33.33,72,35.71,56.35,68,25.32,39.24,3742,B1,宮地,秀祈  福岡,福岡,51,52.0,0.0,0,0.18
9,11,6,6.84,0.0,52.0kg,4,4.85,28.21,46.15,4.83,27.78,44.44,12,17.53,29.9,19,29.03,45.16,5376,B1,吉田,一心  大阪,大阪,22,52.0,0.0,0,0.17
9,12,1,6.87,-0.5,53.6kg,1,6.94,47.37,68.42,7.85,46.15,61.54,66,25.25,33.33,39,28.0,44.0,3946,A1,赤岩,善生  愛知,愛知,50,53.6,0.0,0,0.15
9,12,2,6.83,0.0,52.0kg,2,6.34,50.7,66.2,5.91,45.45,63.64,56,37.63,62.37,60,33.98,46.6,4506,A1,稗田,聖也  福岡,福岡,38,52.0,0.0,0,0.14
9,12,3,6.8,0.0,55.0kg,4,6.16,45.6,60.0,5.44,34.38,53.13,71,29.29,49.49,12,32.71,42.06,4000,A2,松本,博昭  広島,広島,49,55.0,0.0,0,0.17
9,12,4,6.94,-0.5,52.1kg,5,5.51,33.77,58.44,7.06,55.56,77.78,65,28.87,46.39,51,31.33,49.4,3838,B1,伊藤,啓三  埼玉,埼玉,51,52.1,0.0,0,0.16
9,12,5,6.84,0.0,53.7kg,6,4.47,20.59,38.24,4.73,18.18,54.55,31,36.79,57.55,44,33.63,44.25,4905,B1,土井,祥伍  大阪,大阪,31,53.7,0.0,0,0.21
9,12,6,6.83,0.0,53.7kg,3,5.48,34.88,52.33,6.05,47.62,57.14,21,40.0,55.0,14,19.23,34.62,4709,A2,岡村,将也  福岡,福岡,37,53.7,1.0,0,0.15
12,1,1,6.94,0.0,51.5kg,3,6.67,48.08,70.19,6.38,48.89,64.44,70,44.64,66.07,85,38.89,59.26,3918,A1,深井,利寿  滋賀,滋賀,51,51.5,0.0,0,0.18
12,1,2,6.88,0.0,48.4kg,2,2.51,4.11,12.33,1.57,0.0,4.35,36,13.33,33.33,37,35.85,41.51,5362,B2,中嶋,世奈  静岡,北海道,19,48.4,0.0,0,0.22
12,1,3,6.98,-0.5,58.0kg,1,4.2,19.51,34.15,3.79,24.14,34.48,68,31.58,40.35,64,27.69,36.92,3587,B1,武田,信一  徳島,徳島,53,58.0,1.0,0,0.16
12,1,4,6.98,-0.5,52.1kg,6,4.57,28.38,40.54,4.97,40.0,51.43,32,40.35,54.39,28,34.62,51.92,4899,B1,占部,一真  福岡,福岡,34,52.1,0.0,0,0.16
12,1,5,6.96,-0.5,48.1kg,4,4.81,24.36,39.74,4.89,16.67,50.0,11,50.0,61.67,24,38.78,53.06,4098,B1,赤澤,文香  岡山,岡山,44,48.1,0.0,0,0.20
12,1,6,6.98,-0.5,54.4kg,5,2.27,5.97,11.94,1.64,0.0,4.55,64,59.32,74.58,59,41.51,56.6,5355,B1,萩原,丈太朗  福井,福井,21,54.4,0.0,0,0.17
12,2,1,6.96,-0.5,49.8kg,1,4.73,30.0,48.33,4.59,37.5,40.63,65,18.03,39.34,56,26.92,36.54,3801,B1,五反田,忍  大阪,大阪,52,49.8,0.0,0,0.16
12,2,2,6.96,0.0,51.5kg,2,5.07,24.29,55.71,5.5,35.71,53.57,71,38.6,54.39,22,40.38,57.69,4911,A2,片岡,大地  東京,千葉,30,51.5,0.0,0,0.14
12,2,3,6.98,-0.5,55.0kg,4,4.06,18.18,37.5,4.0,28.57,42.86,21,21.67,33.33,74,22.41,36.21,3542,B1,清水,紀克  愛知,愛知,57,55.0,0.0,0,0.19
12,2,4,7.01,-0.5,59.5kg,3,2.87,12.73,16.36,4.56,31.71,43.9,58,27.12,42.37,86,28.3,49.06,3825,B1,宮嵜,隆太郎  福岡,福岡,53,59.5,0.0,0,0.12
12,3,1,6.92,0.0,53.1kg,1,5.0,34.09,47.73,5.78,22.22,77.78,66,25.93,38.89,55,43.4,64.15,4887,B1,富澤,祐作  群馬,群馬,39,53.1,1.0,0,0.13
12,3,2,6.94,-0.5,52.0kg,3,6.26,48.15,65.74,5.46,32.43,62.16,81,21.57,39.22,29,32.76,44.83,3905,A2,天野,友和  愛知,愛知,48,52.0,0.0,0,0.16
12,3,3,6.92,-0.5,52.0kg,2,6.88,53.77,74.53,4.81,37.5,43.75,72,34.55,49.09,78,30.77,48.08,4488,A1,小山,勉  埼玉,埼玉,40,52.0,0.0,0,0.17
12,3,4,6.94,-0.5,57.3kg,5,3.53,13.25,31.33,4.52,22.58,45.16,24,50.0,63.79,17,48.0,68.0,4211,B1,村田,敦  東京,神奈川,43,57.3,0.0,0,0.15
12,3,5,6.9,-0.5,52.2kg,4,5.24,34.94,51.81,5.68,36.84,57.89,59,22.22,41.27,14,40.0,48.0,3805,B1,高橋,英之  東京,東京,52,52.2,0.0,0,0.14
12,3,6,6.94,-0.5,52.0kg,6,5.13,28.36,52.24,3.63,12.5,25.0,83,28.33,48.33,70,22.41,34.48,5181,B1,森,智哉  岡山,岡山,28,52.0,0.0,0,0.16
12,4,1,6.9,-0.5,55.4kg,1,4.26,19.74,42.11,5.24,31.03,48.28,22,35.71,51.79,11,28.57,53.57,4557,B1,松尾,光広  岡山,岡山,36,55.4,0.0,0,0.21
12,4,2,6.86,-0.5,43.5kg,4,4.37,26.03,36.99,3.33,12.5,16.67,55,38.89,55.56,66,34.0,48.0,5194,B1,大久保,佑香  埼玉,埼玉,24,43.5,1.0,0,0.18
12,4,3,6.87,-0.5,53.2kg,2,5.56,33.33,60.61,4.75,29.17,37.5,51,40.0,58.18,39,23.33,53.33,3715,A2,倉尾,大介  福岡,福岡,51,53.2,0.0,0,0.17
12,4,4,6.93,-0.5,53.1kg,5,1.28,1.67,1.67,1.17,0.0,0.0,18,37.04,55.56,84,22.58,45.16,5366,B2,塩嶋,泰空  福井,石川,24,53.1,0.0,0,0.19
12,4,6,6.92,-0.5,47.0kg,3,5.35,33.33,49.33,6.57,52.38,61.9,60,37.5,48.21,23,33.33,50.0,4730,B1,土屋,実沙希  静岡,静岡,37,47.0,0.0,0,0.17
12,5,1,6.93,-0.5,57.3kg,1,6.26,48.15,60.49,6.13,44.44,62.22,15,29.51,45.9,61,26.56,39.06,4012,A2,中村,有裕  滋賀,滋賀,46,57.3,0.0,0,0.16
12,5,2,6.95,-0.5,55.9kg,4,4.28,25.84,35.96,0.0,0.0,0.0,67,33.33,48.33,32,28.0,40.0,5039,B1,倉田,茂将  愛知,愛知,28,55.9,1.0,0,0.16
12,5,3,7.02,-0.5,51.5kg,6,4.27,21.69,32.53,3.18,9.09,27.27,31,22.03,33.9,89,30.43,45.65,3910,B1,松下,知幸  香川,香川,52,51.5,0.0,0,0.17
12,5,4,6.98,0.0,52.0kg,2,5.36,31.82,54.55,4.33,29.63,33.33,78,8.33,16.67,52,32.2,49.15,4836,B1,大谷,健太  埼玉,埼玉,37,52.0,0.0,0,0.17
12,5,5,6.93,-0.5,53.0kg,5,4.69,28.09,41.57,4.62,27.63,42.11,13,26.79,35.71,80,40.74,46.3,4639,B1,雑賀,勇貴  大阪,大阪,35,53.0,0.0,0,0.16
12,5,6,6.93,-0.5,55.0kg,3,6.07,44.12,62.75,5.93,40.0,60.0,53,39.62,56.6,81,40.38,51.92,3841,A2,佐々木,和伸  徳島,徳島,50,55.0,0.0,0,0.16
12,6,1,6.96,-0.5,52.1kg,1,4.57,28.38,40.54,4.97,40.0,51.43,32,40.35,54.39,28,34.62,51.92,4899,B1,占部,一真  福岡,福岡,34,52.1,0.0,0,0.16
12,6,2,6.92,-0.5,45.5kg,2,6.71,46.6,66.99,0.0,0.0,0.0,33,28.07,38.6,35,29.09,49.09,3435,A2,寺田,千恵  岡山,福岡,57,45.5,0.0,0,0.15
12,6,3,7.05,-0.5,55.7kg,6,4.94,34.18,45.57,4.2,23.33,36.67,37,35.19,42.59,34,32.08,49.06,3075,B1,中村,裕将  埼玉,埼玉,63,55.7,0.0,0,0.13
12,6,4,6.99,-0.5,52.1kg,4,4.96,32.84,43.28,6.11,44.44,61.11,75,31.15,47.54,12,43.4,66.04,4888,B1,金児,隆太  群馬,長野,38,52.1,0.0,0,0.19
12,6,5,6.97,-0.5,57.4kg,5,6.29,44.44,56.57,5.87,34.78,47.83,28,23.64,52.73,16,27.45,50.98,4028,A1,田村,隆信  徳島,徳島,48,57.4,0.0,0,0.15
12,6,6,7.0,-0.5,50.0kg,3,4.34,9.41,42.35,0.0,0.0,0.0,23,31.67,46.67,38,29.63,44.44,3352,B1,小川,晃司  福岡,福岡,58,50.0,0.0,0,0.17
12,7,1,6.97,-0.5,52.1kg,6,4.16,15.79,40.79,5.89,33.33,55.56,30,20.69,43.1,27,21.67,33.33,3602,B1,奥平,拓也  東京,千葉,56,52.1,0.0,0,0.21
12,7,2,6.98,-0.5,52.0kg,2,5.13,28.36,52.24,3.63,12.5,25.0,83,28.33,48.33,70,22.41,34.48,5181,B1,森,智哉  岡山,岡山,28,52.0,0.0,0,0.16
12,7,3,6.98,-0.5,52.5kg,3,6.2,42.37,59.32,5.67,33.33,66.67,85,36.73,51.02,73,22.45,36.73,3740,A1,大澤,普司  群馬,群馬,52,52.5,0.0,0,0.18
12,7,4,6.94,0.0,52.0kg,1,7.03,55.56,73.15,7.83,58.33,83.33,29,45.61,56.14,51,28.13,46.88,4983,A1,前田,篤哉  愛知,愛知,29,52.0,0.0,0,0.15
12,7,5,6.96,0.0,58.0kg,4,4.2,19.51,34.15,3.79,24.14,34.48,68,31.58,40.35,64,27.69,36.92,3587,B1,武田,信一  徳島,徳島,53,58.0,1.0,0,0.16
12,7,6,6.97,-0.5,55.0kg,5,4.06,18.18,37.5,4.0,28.57,42.86,21,21.67,33.33,74,22.41,36.21,3542,B1,清水,紀克  愛知,愛知,57,55.0,0.0,0,0.19
12,8,1,6.95,-0.5,53.1kg,6,1.28,1.67,1.67,1.17,0.0,0.0,18,37.04,55.56,84,22.58,45.16,5366,B2,塩嶋,泰空  福井,石川,24,53.1,0.0,0,0.19
12,8,2,6.95,-0.5,59.5kg,1,2.87,12.73,16.36,4.56,31.71,43.9,58,27.12,42.37,86,28.3,49.06,3825,B1,宮嵜,隆太郎  福岡,福岡,53,59.5,0.0,0,0.12
12,8,3,6.91,-0.5,52.0kg,3,5.86,39.64,58.56,5.11,31.11,45.56,54,45.61,57.89,88,34.0,58.0,5004,A2,河野,主樹  大阪,大阪,30,52.0,0.0,0,0.15
12,8,4,6.94,-0.5,50.0kg,2,6.88,36.0,58.0,7.61,53.66,73.17,39,31.67,43.33,50,30.0,55.0,4030,A1,森高,一真  香川,香川,48,50.0,0.0,0,0.14
12,8,5,6.96,-0.5,52.0kg,4,4.57,23.08,40.66,5.43,14.29,71.43,76,15.09,33.96,33,48.98,55.1,3441,B1,土屋,太朗  群馬,群馬,56,52.0,0.0,0,0.18
12,8,6,6.93,0.0,48.4kg,5,2.51,4.11,12.33,1.57,0.0,4.35,36,13.33,33.33,37,35.85,41.51,5362,B2,中嶋,世奈  静岡,北海道,19,48.4,0.0,0,0.22
12,9,1,6.93,-0.5,57.3kg,1,3.53,13.25,31.33,4.52,22.58,45.16,24,50.0,63.79,17,48.0,68.0,4211,B1,村田,敦  東京,神奈川,43,57.3,0.0,0,0.15
12,9,2,7.04,0.0,51.0kg,2,5.82,37.63,55.91,3.14,14.29,14.29,84,32.81,53.13,21,36.36,49.09,3499,A1,市川,哲也  広島,広島,57,51.0,0.0,0,0.15
12,9,3,6.95,0.0,51.5kg,4,5.06,28.17,54.93,5.03,35.14,48.65,62,29.09,41.82,19,22.03,38.98,3731,B1,高濱,芳久  広島,広島,52,51.5,0.0,0,0.19
12,9,4,6.99,-0.5,57.3kg,5,6.26,48.15,60.49,6.13,44.44,62.22,15,29.51,45.9,61,26.56,39.06,4012,A2,中村,有裕  滋賀,滋賀,46,57.3,0.0,0,0.16
12,9,5,6.98,-0.5,52.7kg,3,6.4,45.16,61.29,8.38,75.0,75.0,57,42.59,61.11,57,30.51,49.15,3837,A2,秋山,広一  香川,香川,51,52.7,0.0,0,0.17
12,9,6,6.91,-0.5,43.5kg,6,4.37,26.03,36.99,3.33,12.5,16.67,55,38.89,55.56,66,34.0,48.0,5194,B1,大久保,佑香  埼玉,埼玉,24,43.5,1.0,0,0.18
12,10,1,6.89,-0.5,45.5kg,1,6.71,46.6,66.99,0.0,0.0,0.0,33,28.07,38.6,35,29.09,49.09,3435,A2,寺田,千恵  岡山,福岡,57,45.5,0.0,0,0.15
12,10,2,6.92,-0.5,48.1kg,3,4.81,24.36,39.74,4.89,16.67,50.0,11,50.0,61.67,24,38.78,53.06,4098,B1,赤澤,文香  岡山,岡山,44,48.1,0.0,0,0.20
12,10,3,6.92,-0.5,47.0kg,2,5.35,33.33,49.33,6.57,52.38,61.9,60,37.5,48.21,23,33.33,50.0,4730,B1,土屋,実沙希  静岡,静岡,37,47.0,0.0,0,0.17
12,10,4,6.97,-0.5,49.8kg,6,4.73,30.0,48.33,4.59,37.5,40.63,65,18.03,39.34,56,26.92,36.54,3801,B1,五反田,忍  大阪,大阪,52,49.8,0.0,0,0.16
12,10,5,6.93,-0.5,45.5kg,4,6.14,44.19,62.02,6.05,47.62,57.14,61,31.58,52.63,76,34.62,51.92,3999,A2,大瀧,明日香  愛知,静岡,46,45.5,1.0,0,0.16
12,10,6,6.92,0.0,47.5kg,5,6.55,41.03,58.97,8.71,92.86,92.86,19,39.29,66.07,18,30.43,50.0,4590,A1,渡邉,優美  福岡,福岡,33,47.5,0.0,0,0.14
12,11,1,6.93,-0.5,52.0kg,2,6.43,40.98,60.66,6.68,45.16,70.97,69,35.09,50.88,13,35.29,52.94,4084,A1,杉山,正樹  愛知,愛知,46,52.0,0.0,0,0.16
12,11,2,6.91,-0.5,52.0kg,4,6.88,53.77,74.53,4.81,37.5,43.75,72,34.55,49.09,78,30.77,48.08,4488,A1,小山,勉  埼玉,埼玉,40,52.0,0.0,0,0.17
12,11,3,6.87,-0.5,52.1kg,1,6.09,44.63,63.64,0.0,0.0,0.0,38,46.0,64.0,67,32.2,49.15,3833,A2,中辻,博訓  福井,福井,51,52.1,0.0,0,0.13
12,11,4,6.88,-0.5,52.0kg,5,4.9,27.16,46.91,5.0,41.18,41.18,34,30.0,51.67,25,26.23,40.98,5154,B1,村松,栄太  広島,広島,30,52.0,0.0,0,0.18
12,11,5,6.93,0.0,51.5kg,3,6.67,48.08,70.19,6.38,48.89,64.44,70,44.64,66.07,85,38.89,59.26,3918,A1,深井,利寿  滋賀,滋賀,51,51.5,0.0,0,0.18
12,11,6,6.85,-0.5,53.2kg,6,5.56,33.33,60.61,4.75,29.17,37.5,51,40.0,58.18,39,23.33,53.33,3715,A2,倉尾,大介  福岡,福岡,51,53.2,0.0,0,0.17
12,12,1,6.96,-0.5,57.4kg,1,6.29,44.44,56.57,5.87,34.78,47.83,28,23.64,52.73,16,27.45,50.98,4028,A1,田村,隆信  徳島,徳島,48,57.4,0.0,0,0.15
12,12,3,6.93,0.0,51.5kg,4,5.07,24.29,55.71,5.5,35.71,53.57,71,38.6,54.39,22,40.38,57.69,4911,A2,片岡,大地  東京,千葉,30,51.5,0.0,0,0.14
12,12,4,6.92,-0.5,55.0kg,2,6.07,44.12,62.75,5.93,40.0,60.0,53,39.62,56.6,81,40.38,51.92,3841,A2,佐々木,和伸  徳島,徳島,50,55.0,0.0,0,0.16
12,12,5,6.89,-0.5,52.0kg,5,6.26,48.15,65.74,5.46,32.43,62.16,81,21.57,39.22,29,32.76,44.83,3905,A2,天野,友和  愛知,愛知,48,52.0,0.0,0,0.16
12,12,6,6.96,-0.5,52.5kg,3,6.2,42.37,59.32,5.67,33.33,66.67,85,36.73,51.02,73,22.45,36.73,3740,A1,大澤,普司  群馬,群馬,52,52.5,0.0,0,0.18
13,1,1,6.82,-0.5,46.5kg,1,5.17,32.76,50.0,0.0,0.0,0.0,24,35.71,51.79,12,23.64,38.18,4764,B1,小池,礼乃  福岡,福岡,36,46.5,1.0,0,0.16
13,1,2,6.92,-0.5,55.0kg,5,5.65,39.24,59.49,4.81,31.25,37.5,28,24.07,38.89,50,24.49,53.06,4016,B1,西川,新太郎  愛知,愛知,46,55.0,0.0,0,0.16
13,1,3,6.89,0.0,52.1kg,2,6.77,51.61,67.74,6.63,48.92,62.59,11,29.31,48.28,30,28.85,42.31,4055,A2,吉田,俊彦  兵庫,兵庫,48,52.1,0.0,0,0.15
13,1,4,6.92,0.0,52.0kg,4,4.59,23.53,38.82,4.32,16.0,32.0,46,26.92,50.0,72,37.29,57.63,3870,B1,寺嶋,雄  福井,福井,50,52.0,0.0,0,0.18
13,1,5,6.9,0.0,52.0kg,3,5.38,35.94,53.13,7.62,61.54,84.62,50,20.37,37.04,40,20.75,41.51,4778,B1,堤,啓輔  佐賀,佐賀,40,52.0,0.0,0,0.16
13,1,6,6.89,0.0,55.3kg,6,1.13,0.0,0.0,0.93,0.0,0.0,59,24.39,39.02,69,22.64,47.17,5418,B2,堀内,亜海  大阪,大阪,20,55.3,1.0,0,0.20
13,2,1,6.88,0.0,54.5kg,4,4.67,23.86,40.91,5.11,11.11,44.44,44,41.51,60.38,25,29.63,44.44,3710,B1,吉永,泰弘  香川,香川,51,54.5,0.0,0,0.18
13,2,2,6.85,0.0,52.3kg,1,5.84,39.82,58.41,4.8,20.0,60.0,39,44.64,64.29,63,22.64,37.74,3489,A2,大場,敏  静岡,静岡,59,52.3,0.0,0,0.16
13,2,3,6.88,0.0,45.0kg,2,5.82,39.22,58.82,5.68,40.54,56.76,6,17.78,42.22,65,31.91,51.06,4927,A2,関野,文  大阪,大阪,32,45.0,0.0,0,0.16
13,2,4,6.79,0.0,51.5kg,5,1.81,0.0,0.0,2.14,0.0,0.0,54,47.46,57.63,56,51.79,57.14,5456,B2,今村,天次朗  兵庫,兵庫,20,51.5,,,
13,2,5,6.86,0.0,47.0kg,6,4.95,33.7,44.57,4.88,31.25,43.75,22,16.33,32.65,59,39.29,57.14,4569,B1,中澤,宏奈  東京,東京,38,47.0,0.0,0,0.17
13,2,6,6.84,0.0,53.3kg,3,4.76,22.47,48.31,5.21,26.32,52.63,25,44.07,62.71,64,33.93,53.57,4068,B1,幸田,智裕  静岡,静岡,46,53.3,0.0,0,0.17
13,3,1,6.85,0.0,59.3kg,2,4.7,20.27,40.54,5.41,33.33,48.15,5,33.33,56.14,20,24.07,38.89,3577,B1,向所,浩二  兵庫,兵庫,53,59.3,0.0,0,0.17
13,3,2,6.83,0.0,46.5kg,1,6.09,43.82,60.67,4.6,20.0,50.0,17,39.29,48.21,43,39.62,56.6,4372,A2,原田,佑実  大阪,愛知,38,46.5,0.0,0,0.17
13,3,3,6.83,0.0,47.1kg,3,4.37,27.12,35.59,4.75,25.0,50.0,31,40.0,50.91,33,32.65,48.98,4998,B2,中村,かなえ  東京,東京,32,47.1,0.0,0,0.14
13,3,4,6.86,0.0,54.9kg,4,4.45,26.15,41.54,0.0,0.0,0.0,58,26.0,32.0,21,45.1,52.94,4060,B1,島田,一生  福岡,福岡,47,54.9,0.0,0,0.16
13,4,1,6.82,-0.5,53.3kg,2,5.12,32.88,50.68,4.92,30.77,46.15,9,46.15,67.31,70,31.25,66.67,4892,B1,柴田,直哉  福岡,福岡,36,53.3,0.0,0,0.19
13,4,2,6.91,-0.5,58.0kg,3,6.05,39.05,60.95,4.61,22.22,27.78,20,21.15,32.69,55,30.91,60.0,4015,A2,前野,竜一  山口,山口,46,58.0,0.0,0,0.16
13,4,3,6.82,-0.5,52.0kg,5,4.67,29.21,39.33,5.52,36.0,48.0,26,47.37,66.67,23,33.33,48.15,3998,B1,冨成,謙児  佐賀,佐賀,47,52.0,0.0,0,0.17
13,4,4,6.86,0.0,52.0kg,4,4.08,17.89,31.58,0.0,0.0,0.0,48,40.74,61.11,66,30.91,43.64,4664,B1,東口,晃  福井,石川,42,52.0,0.0,0,0.20
13,4,5,6.86,0.0,51.0kg,1,7.1,41.9,61.9,6.63,33.33,54.9,3,31.48,55.56,36,45.28,56.6,3415,A1,松井,繁  大阪,大阪,56,51.0,0.0,0,0.14
13,4,6,6.88,0.0,47.0kg,6,5.18,31.25,45.54,2.52,8.0,16.0,13,42.31,55.77,22,36.73,57.14,5326,B1,三嶌,さらら  香川,香川,22,47.0,0.0,0,0.19
13,5,1,6.87,0.0,52.8kg,1,4.41,24.1,39.76,2.44,11.11,22.22,29,38.18,52.73,39,40.74,59.26,3401,B1,上田,隆章  香川,高知,58,52.8,0.0,0,0.22
13,5,2,6.89,0.0,53.2kg,4,4.49,29.41,41.18,5.0,30.77,46.15,47,20.75,45.28,28,26.79,41.07,3831,B1,安藤,裕貴  愛知,愛知,51,53.2,0.0,0,0.15
13,5,3,6.75,-0.5,55.5kg,2,7.25,54.92,66.39,6.4,40.0,60.0,56,42.86,62.5,41,30.91,43.64,4324,A1,海野,康志郎  山口,山口,38,55.5,0.0,0,0.13
13,5,4,6.78,-0.5,45.0kg,3,5.03,26.0,47.0,4.35,22.01,36.48,43,17.24,31.03,71,49.09,60.0,5264,B1,登,みひ果  兵庫,兵庫,26,45.0,1.0,0,0.15
13,5,5,6.87,0.0,53.0kg,5,5.99,37.8,63.41,6.04,44.44,62.96,41,18.37,32.65,15,38.78,61.22,4560,A2,庄司,樹良々  東京,東京,35,53.0,0.0,0,0.15
13,5,6,6.83,0.0,52.3kg,6,4.2,20.73,36.59,4.0,28.57,28.57,57,34.48,55.17,27,11.11,20.37,5105,B1,富田,恕生  福岡,静岡,27,52.3,0.0,0,0.18
13,6,1,6.81,0.0,54.8kg,1,7.22,59.8,75.49,4.18,17.65,23.53,42,10.91,30.91,74,38.6,49.12,4545,A1,岡村,慶太  福岡,福岡,38,54.8,0.0,0,0.15
13,6,2,6.85,0.0,52.5kg,5,5.02,34.58,43.93,4.5,12.5,25.0,55,49.12,66.67,58,29.09,49.09,4438,B1,森作,雄大  東京,茨城,39,52.5,0.0,0,0.13
13,6,3,6.84,0.0,52.4kg,4,5.08,35.06,50.65,5.46,35.14,48.65,10,40.35,54.39,11,32.69,55.77,3730,B1,塩崎,優司  愛知,愛知,54,52.4,0.0,0,0.17
13,6,4,6.81,0.0,52.5kg,3,5.27,35.59,50.85,6.1,40.0,70.0,62,24.14,41.38,35,33.33,50.98,4906,A2,鈴木,雅希  東京,神奈川,31,52.5,0.0,0,0.18
13,6,5,6.81,-0.5,46.5kg,2,5.17,32.76,50.0,0.0,0.0,0.0,24,35.71,51.79,12,23.64,38.18,4764,B1,小池,礼乃  福岡,福岡,36,46.5,1.0,0,0.16
13,6,6,6.77,0.0,51.5kg,6,1.81,0.0,0.0,2.14,0.0,0.0,54,47.46,57.63,56,51.79,57.14,5456,B2,今村,天次朗  兵庫,兵庫,20,51.5,,,
13,7,1,6.75,0.0,51.5kg,2,4.84,31.25,48.75,4.93,31.03,49.43,1,41.18,50.98,13,40.0,56.0,4902,B1,山川,雄大  兵庫,兵庫,33,51.5,0.0,0,0.20
13,7,2,6.82,-0.5,53.7kg,5,3.89,17.14,28.57,4.26,22.58,32.26,51,20.37,35.19,16,23.53,37.25,5046,B1,松山,裕基  大阪,大阪,32,53.7,0.0,0,0.17
