場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST
22,11,3,6.87,0.0,51.5kg,5,3.66,10.81,28.38,0.0,0.0,0.0,33,44.83,55.17,154,14.06,34.38,3411,B1,池上,隆行  広島,広島,56,51.5,0.0,0,0.16
22,11,4,6.91,0.0,54.1kg,6,3.97,21.43,37.14,3.18,17.65,23.53,72,40.0,61.54,101,35.71,50.0,4139,B1,丹下,健  愛知,愛知,45,54.1,0.0,0,0.19
22,11,5,6.83,0.0,52.0kg,2,6.06,45.98,60.92,5.67,33.33,60.0,43,59.42,81.16,145,48.39,66.13,4191,A1,赤羽,克也  埼玉,埼玉,44,52.0,0.0,0,0.16
22,11,6,6.89,0.5,52.0kg,4,6.23,43.37,69.88,5.57,36.67,53.33,61,30.0,42.5,171,17.74,24.19,4711,A2,前出,達吉  福井,石川,36,52.0,0.0,0,0.16
22,12,1,6.86,0.0,52.0kg,1,6.52,47.12,57.69,0.0,0.0,0.0,55,33.33,51.28,136,32.26,54.84,5017,A1,澤田,尚也  滋賀,京都,27,52.0,0.0,0,0.13
22,12,2,6.88,0.0,54.3kg,2,6.68,48.0,67.0,5.95,36.36,72.73,62,47.22,72.22,161,37.1,51.61,3556,A1,田中,信一郎  大阪,大阪,53,54.3,0.0,0,0.14
22,12,3,6.88,0.0,53.8kg,5,4.1,19.23,34.62,4.97,28.57,45.71,29,24.71,42.35,153,34.38,54.69,4200,B1,早川,尚人  大阪,大阪,43,53.8,0.0,0,0.19
22,12,4,6.87,0.0,50.5kg,3,5.88,34.62,55.77,6.4,44.0,74.0,67,40.0,64.29,155,27.27,46.97,3978,A2,齊藤,仁  東京,東京,49,50.5,1.0,0,0.16
22,12,5,6.88,0.0,52.2kg,4,5.99,42.86,68.83,3.95,25.0,35.0,56,45.71,67.14,156,41.94,48.39,3502,A2,渡邉,英児  静岡,静岡,56,52.2,0.0,0,0.16
22,12,6,6.94,-0.5,52.9kg,6,5.91,42.71,60.42,6.07,42.86,57.14,21,38.81,53.73,120,23.19,36.23,4348,A2,宮崎,奨  香川,香川,40,52.9,0.0,0,0.17
23,1,1,6.75,-0.5,52.0kg,1,6.19,48.28,61.21,6.0,44.44,55.56,37,34.08,49.16,31,34.92,52.38,4434,A1,田中,辰彦  広島,広島,40,52.0,0.0,0,0.16
23,1,2,6.77,-0.5,46.5kg,2,4.56,24.68,37.66,6.11,41.67,63.89,46,33.33,49.15,53,40.32,50.0,4071,B1,古賀,千晶  兵庫,佐賀,45,46.5,0.0,0,0.19
23,1,3,6.68,-0.5,45.0kg,3,3.87,18.52,29.63,0.0,0.0,0.0,14,31.71,48.17,49,39.73,54.79,4854,B2,大橋,由珠  東京,茨城,31,45.0,1.0,0,0.18
23,1,5,6.77,-0.5,51.5kg,4,3.89,17.28,33.33,2.45,0.0,18.18,28,41.46,58.54,52,37.18,50.0,5271,B1,杉山,太陽  福岡,福岡,24,51.5,0.0,0,0.17
23,1,6,6.67,0.0,50.0kg,5,1.53,0.0,1.43,1.5,0.0,0.0,4,45.2,62.71,58,30.67,49.33,5431,B2,得山,大輝  広島,広島,21,50.0,,,
23,2,1,6.69,0.0,52.0kg,1,6.43,49.59,63.64,4.67,0.0,22.22,55,31.15,48.63,50,36.25,58.75,5139,A2,大場,恒季  愛知,愛知,26,52.0,1.0,0,0.14
23,2,2,6.72,0.0,52.0kg,2,6.8,51.75,69.3,5.18,35.29,47.06,2,35.5,52.07,10,38.46,53.85,5028,A1,原田,才一郎  福岡,福岡,29,52.0,0.0,0,0.16
23,2,3,6.78,0.0,52.3kg,3,6.02,45.05,57.66,3.89,11.11,44.44,40,46.95,67.07,46,15.49,25.35,5299,B1,西丸,敦基  香川,香川,23,52.3,0.0,0,0.17
23,2,4,6.8,-0.5,53.1kg,4,1.47,0.0,1.69,1.84,0.0,0.0,21,34.86,49.71,36,24.66,45.21,5391,B2,出穂,和鼓  山口,山口,18,53.1,0.0,0,0.16
23,2,5,6.8,-0.5,52.0kg,6,5.45,40.0,50.0,1.6,0.0,0.0,17,29.17,37.5,38,42.65,70.59,5201,B1,村上,宗太郎  東京,北海道,23,52.0,0.0,0,0.22
23,2,6,6.7,-0.5,52.0kg,5,4.97,31.4,47.67,5.21,28.17,50.7,10,37.85,56.5,33,14.93,25.37,5014,B1,梶山,涼斗  佐賀,佐賀,28,52.0,1.0,0,0.13
23,3,1,6.76,0.0,51.0kg,1,5.44,31.31,54.55,4.63,25.0,50.0,25,33.72,47.09,22,28.3,43.4,4568,A2,廣瀬,真也  東京,神奈川,38,51.0,0.0,0,0.16
23,3,2,6.75,0.0,52.0kg,4,3.98,20.43,32.26,4.72,24.0,52.0,19,38.46,50.64,4,19.05,31.75,4023,B1,柴田,友和  福岡,福岡,48,52.0,0.0,0,0.18
23,3,3,6.77,-0.5,52.2kg,2,4.52,25.27,40.66,4.1,19.05,33.33,31,38.27,56.79,55,48.28,60.34,4871,B1,菊池,宏志  山口,山口,34,52.2,0.0,0,0.17
23,3,4,6.8,-0.5,52.2kg,3,6.04,42.06,62.62,5.61,38.89,50.0,9,31.55,54.76,41,39.47,51.32,4124,A1,池田,雄一  静岡,静岡,44,52.2,0.0,0,0.17
23,3,5,6.78,0.0,50.0kg,5,4.29,16.3,40.22,4.78,33.33,44.44,47,35.33,51.09,29,46.75,61.04,5211,B1,高井,駿弥  愛知,愛知,27,50.0,0.0,0,0.18
23,3,6,6.68,0.0,52.0kg,6,5.54,41.46,53.66,2.53,0.0,20.0,29,37.77,52.66,40,26.15,53.85,5207,B1,高山,敬悟  福岡,福岡,28,52.0,1.0,0,0.15
23,4,1,6.73,-0.5,55.5kg,2,5.24,33.94,48.62,6.42,58.33,66.67,16,47.65,65.88,13,32.89,44.74,5009,B1,大賀,龍之介  福岡,福岡,29,55.5,1.0,0,0.16
23,4,2,6.84,-0.5,53.2kg,6,4.72,23.85,45.87,5.41,29.63,48.15,23,23.29,41.78,56,34.62,53.85,3303,B1,渡辺,豊  東京,神奈川,58,53.2,0.0,0,0.20
23,4,3,6.83,-0.5,51.0kg,4,5.88,42.34,60.36,4.91,36.36,45.45,42,38.64,54.55,5,32.5,48.75,4466,A2,南,佑典  三重,三重,39,51.0,0.0,0,0.16
23,4,4,6.72,-0.5,52.0kg,3,3.77,18.89,27.78,0.0,0.0,0.0,20,33.53,52.6,54,38.03,54.93,5285,B1,若林,麗  東京,山梨,27,52.0,0.0,0,0.17
23,4,5,6.7,0.0,52.0kg,5,5.73,38.52,57.04,7.75,68.75,78.13,53,20.99,42.59,3,39.13,52.17,4424,A2,松尾,昂明  福岡,福岡,41,52.0,0.0,0,0.16
23,4,6,6.76,0.0,47.0kg,1,6.62,50.85,67.8,6.89,44.44,66.67,58,29.48,49.13,35,34.62,46.15,4556,A1,竹井,奈美  福岡,福岡,36,47.0,0.0,0,0.15
23,5,1,6.72,0.0,52.0kg,1,6.2,47.27,57.27,6.0,43.48,56.52,60,31.55,47.06,37,34.33,56.72,4428,A1,有賀,達也  埼玉,埼玉,40,52.0,0.0,0,0.14
23,5,2,6.73,-0.5,52.1kg,3,4.16,19.83,36.21,5.04,28.89,51.11,35,40.48,51.19,44,28.95,48.68,4271,B1,川崎,公靖  広島,広島,44,52.1,0.0,0,0.16
23,5,3,6.71,-0.5,51.5kg,5,3.89,17.28,33.33,2.45,0.0,18.18,28,41.46,58.54,52,37.18,50.0,5271,B1,杉山,太陽  福岡,福岡,24,51.5,0.0,0,0.17
23,5,4,6.69,-0.5,47.0kg,2,5.63,36.63,57.43,5.77,36.67,56.67,12,36.99,52.6,21,44.0,57.33,4680,B1,後藤,美翼  東京,東京,36,47.0,0.0,0,0.19
23,5,5,6.69,0.0,50.0kg,6,1.53,0.0,1.43,1.5,0.0,0.0,4,45.2,62.71,58,30.67,49.33,5431,B2,得山,大輝  広島,広島,21,50.0,,,
23,5,6,6.7,0.0,55.6kg,4,6.13,43.86,58.77,6.96,53.21,69.23,22,39.52,56.29,51,33.33,53.97,4294,A1,古賀,繁輝  佐賀,佐賀,39,55.6,0.0,0,0.14
23,6,1,6.7,0.0,52.0kg,2,5.06,32.41,50.0,0.0,0.0,0.0,18,36.93,57.39,42,26.56,48.44,4840,B1,鈴木,秀茉  静岡,静岡,34,52.0,0.0,0,0.16
23,6,2,6.72,-0.5,52.6kg,1,6.74,56.94,71.53,5.13,0.0,50.0,1,30.25,42.59,24,36.84,59.65,4786,A1,佐藤,博亮  愛知,愛知,38,52.6,0.0,0,0.13
23,6,3,6.74,-0.5,52.0kg,5,3.8,17.05,29.55,2.18,0.0,10.71,50,39.87,51.27,26,25.32,46.84,5343,B1,小林,礼央  広島,広島,23,52.0,0.0,0,0.19
23,6,4,6.77,-0.5,52.0kg,3,5.45,40.0,50.0,1.6,0.0,0.0,17,29.17,37.5,38,42.65,70.59,5201,B1,村上,宗太郎  東京,北海道,23,52.0,0.0,0,0.22
23,6,5,6.8,-0.5,53.1kg,6,1.47,0.0,1.69,1.84,0.0,0.0,21,34.86,49.71,36,24.66,45.21,5391,B2,出穂,和鼓  山口,山口,18,53.1,0.0,0,0.16
23,6,6,6.73,0.0,52.0kg,4,6.91,53.72,72.73,7.09,53.49,75.97,11,28.67,48.0,25,17.95,41.03,4734,A1,安河内,将  佐賀,佐賀,36,52.0,0.0,0,0.15
23,7,1,6.64,0.0,52.0kg,1,3.86,26.67,31.11,2.0,0.0,16.67,13,30.48,48.66,20,30.56,44.44,4358,B1,松本,庸平  三重,三重,41,52.0,0.0,0,0.20
23,7,2,6.71,-0.5,52.0kg,2,6.72,46.3,69.44,5.47,33.33,53.33,15,36.22,48.11,16,37.7,47.54,4991,A2,宗行,治哉  広島,広島,28,52.0,0.0,0,0.18
23,7,3,6.77,0.0,50.0kg,4,4.29,16.3,40.22,4.78,33.33,44.44,47,35.33,51.09,29,46.75,61.04,5211,B1,高井,駿弥  愛知,愛知,27,50.0,0.0,0,0.18
23,7,4,6.68,-0.5,45.0kg,3,3.87,18.52,29.63,0.0,0.0,0.0,14,31.71,48.17,49,39.73,54.79,4854,B2,大橋,由珠  東京,茨城,31,45.0,1.0,0,0.18
23,7,5,6.73,-0.5,46.5kg,6,4.56,24.68,37.66,6.11,41.67,63.89,46,33.33,49.15,53,40.32,50.0,4071,B1,古賀,千晶  兵庫,佐賀,45,46.5,0.0,0,0.19
23,7,6,6.72,0.5,52.0kg,5,6.96,54.9,72.55,6.48,52.17,71.74,44,32.95,47.16,57,33.33,50.0,4518,A2,大須賀,友  愛知,愛知,39,52.0,1.0,0,0.18
23,8,1,6.75,0.0,52.0kg,4,4.57,26.26,40.4,0.0,0.0,0.0,26,31.98,52.91,17,38.03,53.52,5344,B1,谷口,丞  滋賀,滋賀,23,52.0,0.0,0,0.16
23,8,2,6.72,-0.5,52.2kg,2,4.52,25.27,40.66,4.1,19.05,33.33,31,38.27,56.79,55,48.28,60.34,4871,B1,菊池,宏志  山口,山口,34,52.2,0.0,0,0.17
23,8,3,6.77,-0.5,53.2kg,1,4.72,23.85,45.87,5.41,29.63,48.15,23,23.29,41.78,56,34.62,53.85,3303,B1,渡辺,豊  東京,神奈川,58,53.2,0.0,0,0.20
23,8,4,6.7,0.0,53.0kg,6,4.09,22.43,35.51,4.39,27.78,44.44,41,30.43,52.17,47,28.79,42.42,3568,B1,木村,光宏  香川,香川,55,53.0,0.0,0,0.17
23,8,5,6.72,-0.5,52.6kg,5,4.98,25.0,46.59,4.57,25.0,39.29,7,40.56,59.44,8,43.24,62.16,4382,B1,高山,智至  滋賀,京都,41,52.6,0.0,0,0.16
23,8,6,6.65,0.0,51.5kg,3,7.24,51.45,70.29,6.76,52.94,70.59,32,44.79,58.85,45,18.18,40.26,5224,A1,西岡,顕心  香川,香川,24,51.5,0.0,0,0.15
23,9,1,6.69,0.0,52.0kg,1,5.73,38.52,57.04,7.75,68.75,78.13,53,20.99,42.59,3,39.13,52.17,4424,A2,松尾,昂明  福岡,福岡,41,52.0,0.0,0,0.16
23,9,2,6.75,0.0,51.0kg,6,5.44,31.31,54.55,4.63,25.0,50.0,25,33.72,47.09,22,28.3,43.4,4568,A2,廣瀬,真也  東京,神奈川,38,51.0,0.0,0,0.16
23,9,3,6.71,-0.5,52.0kg,4,3.77,18.89,27.78,0.0,0.0,0.0,20,33.53,52.6,54,38.03,54.93,5285,B1,若林,麗  東京,山梨,27,52.0,0.0,0,0.17
23,9,4,6.74,0.0,52.3kg,2,6.02,45.05,57.66,3.89,11.11,44.44,40,46.95,67.07,46,15.49,25.35,5299,B1,西丸,敦基  香川,香川,23,52.3,0.0,0,0.17
23,9,5,6.69,0.0,47.0kg,5,6.22,40.86,62.37,5.73,31.82,68.18,33,22.08,44.16,34,14.52,33.87,3232,A2,山川,美由紀  香川,香川,59,47.0,0.0,0,0.16
23,9,6,6.76,-0.5,54.8kg,3,4.6,21.84,42.53,5.03,31.03,48.28,38,33.74,48.47,19,33.33,45.83,4425,B1,大井,清貴  山口,山口,40,54.8,0.0,0,0.16
23,10,1,6.74,-0.5,52.2kg,1,6.04,42.06,62.62,5.61,38.89,50.0,9,31.55,54.76,41,39.47,51.32,4124,A1,池田,雄一  静岡,静岡,44,52.2,0.0,0,0.17
23,10,2,6.72,-0.5,47.0kg,5,5.63,36.63,57.43,5.77,36.67,56.67,12,36.99,52.6,21,44.0,57.33,4680,B1,後藤,美翼  東京,東京,36,47.0,0.0,0,0.19
23,10,3,6.75,-0.5,52.6kg,4,6.74,56.94,71.53,5.13,0.0,50.0,1,30.25,42.59,24,36.84,59.65,4786,A1,佐藤,博亮  愛知,愛知,38,52.6,0.0,0,0.13
23,10,4,6.75,-0.5,52.0kg,2,6.19,48.28,61.21,6.0,44.44,55.56,37,34.08,49.16,31,34.92,52.38,4434,A1,田中,辰彦  広島,広島,40,52.0,0.0,0,0.16
23,10,5,6.83,-0.5,51.0kg,3,5.88,42.34,60.36,4.91,36.36,45.45,42,38.64,54.55,5,32.5,48.75,4466,A2,南,佑典  三重,三重,39,51.0,0.0,0,0.16
23,10,6,6.75,0.0,52.0kg,6,5.06,32.41,50.0,0.0,0.0,0.0,18,36.93,57.39,42,26.56,48.44,4840,B1,鈴木,秀茉  静岡,静岡,34,52.0,0.0,0,0.16
23,11,1,6.67,0.0,52.0kg,1,6.8,51.75,69.3,5.18,35.29,47.06,2,35.5,52.07,10,38.46,53.85,5028,A1,原田,才一郎  福岡,福岡,29,52.0,0.0,0,0.16
23,11,2,6.74,0.0,52.0kg,2,6.91,53.72,72.73,7.09,53.49,75.97,11,28.67,48.0,25,17.95,41.03,4734,A1,安河内,将  佐賀,佐賀,36,52.0,0.0,0,0.15
23,11,3,6.7,0.0,47.0kg,3,6.62,50.85,67.8,6.89,44.44,66.67,58,29.48,49.13,35,34.62,46.15,4556,A1,竹井,奈美  福岡,福岡,36,47.0,0.0,0,0.15
23,11,4,6.74,-0.5,52.0kg,4,6.72,46.3,69.44,5.47,33.33,53.33,15,36.22,48.11,16,37.7,47.54,4991,A2,宗行,治哉  広島,広島,28,52.0,0.0,0,0.18
23,11,5,6.76,-0.5,52.1kg,5,4.16,19.83,36.21,5.04,28.89,51.11,35,40.48,51.19,44,28.95,48.68,4271,B1,川崎,公靖  広島,広島,44,52.1,0.0,0,0.16
23,11,6,6.79,0.0,52.0kg,6,3.86,26.67,31.11,2.0,0.0,16.67,13,30.48,48.66,20,30.56,44.44,4358,B1,松本,庸平  三重,三重,41,52.0,0.0,0,0.20
23,12,1,6.66,0.0,49.5kg,1,7.24,51.45,70.29,6.76,52.94,70.59,32,44.79,58.85,45,18.18,40.26,5224,A1,西岡,顕心  香川,香川,24,49.5,0.0,0,0.15
23,12,2,6.65,0.0,56.2kg,5,6.13,43.86,58.77,6.96,53.21,69.23,22,39.52,56.29,51,33.33,53.97,4294,A1,古賀,繁輝  佐賀,佐賀,39,56.2,0.0,0,0.14
23,12,3,6.7,0.0,51.0kg,2,6.43,49.59,63.64,4.67,0.0,22.22,55,31.15,48.63,50,36.25,58.75,5139,A2,大場,恒季  愛知,愛知,26,51.0,1.0,0,0.14
23,12,4,6.74,0.0,52.0kg,3,6.2,47.27,57.27,6.0,43.48,56.52,60,31.55,47.06,37,34.33,56.72,4428,A1,有賀,達也  埼玉,埼玉,40,52.0,0.0,0,0.14
23,12,5,6.72,0.0,52.0kg,6,4.57,26.26,40.4,0.0,0.0,0.0,26,31.98,52.91,17,38.03,53.52,5344,B1,谷口,丞  滋賀,滋賀,23,52.0,0.0,0,0.16
23,12,6,6.74,0.0,55.8kg,4,5.24,33.94,48.62,6.42,58.33,66.67,16,47.65,65.88,13,32.89,44.74,5009,B1,大賀,龍之介  福岡,福岡,29,55.8,1.0,0,0.16
