場コード,レース,枠,展示 タイム,チルト,体重,着,全国勝率,全国2連率,全国3連率,当地勝率,当地2連率,当地3連率,モーターNo,モーター2連率,モーター3連率,ボートNo,ボート2連率,ボート3連率,登録番号,級別,選手名,支部,出身,年齢,体重kg,F数,L数,平均ST,級別_num,is_win,展示順位,全国勝率順位,当地勝率順位,モーター順位,ボート順位,平均ST順位,展示平均との差,全国勝率平均との差,当地勝率平均との差,モーター平均との差,ボート平均との差,インコース,F持ち,軽量,展示1位,モーター上位,全国勝率上位,PAMU指数,PAMU指数V2,PAMU順位,AI_1着確率,AI_1着確率%,AI確率,AI確率%
13,11,2,6.88,0.0,52.2kg,3,7.0,52.69,73.12,6.39,41.18,70.59,16,43.1,70.69,14,29.31,41.38,4184,A1,渡邊,雄一郎  大阪,大阪,40,52.2,0.0,0.0,0.17,4,0,6.0,1.0,1.0,4.0,5.0,3.0,0.0283333333333333,1.336666666666667,1.1133333333333333,3.083333333333336,-4.353333333333335,0,0,0,0,0,1,145.0,120.6,2.0,0.144,14.4,0.12478336221837089,12.5
13,11,3,6.86,0.0,53.6kg,2,4.76,22.47,48.31,5.21,26.32,52.63,25,44.07,62.71,64,33.93,53.57,4068,B1,幸田,智裕  静岡,静岡,46,53.6,0.0,0.0,0.17,2,0,5.0,6.0,3.0,3.0,3.0,3.0,0.0083333333333337,-0.9033333333333332,-0.0666666666666664,4.053333333333335,0.2666666666666657,0,0,0,0,0,0,110.0,89.5,5.0,0.092,9.2,0.07972270363951474,8.0
13,11,4,6.84,-0.5,53.3kg,5,5.12,32.88,50.68,4.92,30.77,46.15,9,46.15,67.31,70,31.25,66.67,4892,B1,柴田,直哉  福岡,福岡,36,53.3,0.0,0.0,0.19,2,0,2.0,4.0,4.0,2.0,4.0,6.0,-0.0116666666666667,-0.543333333333333,-0.3566666666666664,6.133333333333333,-2.413333333333334,0,0,0,0,1,0,128.0,80.3,6.0,0.012,1.2,0.010398613518197574,1.0
13,11,5,6.85,0.0,46.5kg,4,6.09,43.82,60.67,4.6,20.0,50.0,17,39.29,48.21,43,39.62,56.6,4372,A2,原田,佑実  大阪,愛知,38,46.5,0.0,0.0,0.17,3,0,3.0,2.0,5.0,5.0,1.0,3.0,-0.0016666666666669,0.4266666666666667,-0.6766666666666667,-0.7266666666666666,5.956666666666664,0,0,1,0,0,1,112.0,104.10000000000002,3.0,0.042,4.2,0.03639514731369151,3.6
13,11,6,6.85,0.0,52.5kg,6,5.02,34.58,43.93,4.5,12.5,25.0,55,49.12,66.67,58,29.09,49.09,4438,B1,森作,雄大  東京,茨城,39,52.5,0.0,0.0,0.13,2,0,3.0,5.0,6.0,1.0,6.0,1.0,-0.0016666666666669,-0.6433333333333335,-0.7766666666666664,9.103333333333332,-4.573333333333334,0,0,0,0,1,0,106.0,96.3,4.0,0.04,4.0,0.034662045060658585,3.5
13,12,1,6.8,0.0,52.0kg,1,7.0,45.56,71.11,6.71,61.9,71.43,23,59.65,70.18,38,44.23,67.31,4759,A1,今泉,友吾  東京,東京,36,52.0,0.0,0.0,0.16,4,1,1.0,1.0,2.0,1.0,1.0,1.0,-0.0949999999999997,1.253333333333334,1.2633333333333336,20.71666666666667,16.466666666666665,1,0,1,1,1,1,212.0,148.0,1.0,0.8,80.0,0.8097165991902834,81.0
13,12,2,6.82,0.0,52.0kg,3,6.31,43.02,63.95,7.1,60.0,80.0,36,33.33,49.12,67,25.0,42.86,4748,A1,渡邉,雄朗  東京,千葉,40,52.0,0.0,0.0,0.16,4,0,2.0,2.0,1.0,5.0,4.0,1.0,-0.0749999999999992,0.5633333333333335,1.653333333333333,-5.603333333333332,-2.763333333333332,0,0,1,0,0,1,172.0,119.0,2.0,0.012,1.2,0.01214574898785425,1.2
13,12,3,6.92,0.0,52.3kg,2,4.2,20.73,36.59,4.0,28.57,28.57,57,34.48,55.17,27,11.11,20.37,5105,B1,富田,恕生  福岡,静岡,27,52.3,0.0,0.0,0.18,2,0,4.0,6.0,6.0,4.0,6.0,6.0,0.0250000000000003,-1.546666666666666,-1.4466666666666663,-4.453333333333333,-16.653333333333332,0,0,0,0,0,0,92.0,68.1,6.0,0.042,4.2,0.04251012145748988,4.3
13,12,4,6.91,0.0,52.3kg,6,5.84,39.82,58.41,4.8,20.0,60.0,39,44.64,64.29,63,22.64,37.74,3489,A2,大場,敏  静岡,静岡,59,52.3,0.0,0.0,0.16,3,0,3.0,4.0,4.0,2.0,5.0,1.0,0.0150000000000005,0.0933333333333337,-0.6466666666666665,5.706666666666671,-5.123333333333331,0,0,0,0,1,0,135.0,108.7,3.0,0.122,12.2,0.1234817813765182,12.3
13,12,5,6.97,0.0,52.4kg,4,5.08,35.06,50.65,5.46,35.14,48.65,10,40.35,54.39,11,32.69,55.77,3730,B1,塩崎,優司  愛知,愛知,54,52.4,0.0,0.0,0.17,2,0,6.0,5.0,3.0,3.0,2.0,5.0,0.0750000000000001,-0.6666666666666661,0.0133333333333336,1.4166666666666714,4.926666666666666,0,0,0,0,0,0,82.0,76.80000000000001,5.0,0.0,0.0,0.0,0.0
13,12,6,6.95,-0.5,58.0kg,5,6.05,39.05,60.95,4.61,22.22,27.78,20,21.15,32.69,55,30.91,60.0,4015,A2,前野,竜一  山口,山口,46,58.0,0.0,0.0,0.16,3,0,5.0,3.0,5.0,6.0,3.0,1.0,0.0550000000000006,0.3033333333333337,-0.836666666666666,-17.78333333333333,3.1466666666666683,0,0,0,0,0,0,81.0,100.3,4.0,0.012,1.2,0.01214574898785425,1.2
16,1,1,6.9,0.0,52.0kg,1,5.65,33.83,59.4,5.27,34.62,50.0,60,44.22,62.59,45,36.23,50.72,4241,A2,大串,重幸  長崎,長崎,41,52.0,0.0,0.0,0.15,3,1,5.0,6.0,4.0,1.0,3.0,4.0,0.0233333333333343,-0.6049999999999995,0.6416666666666666,7.814999999999998,-0.1000000000000014,1,0,1,0,1,0,133.0,87.7,5.0,0.816,81.6,0.5904486251808972,59.0
16,1,2,6.87,0.0,52.0kg,5,6.59,48.32,65.77,6.0,47.17,58.49,63,35.14,49.32,68,39.86,60.14,4704,A2,河野,大  徳島,徳島,38,52.0,0.0,0.0,0.14,3,0,3.0,2.0,2.0,3.0,1.0,3.0,-0.0066666666666659,0.3349999999999999,1.371666666666667,-1.2650000000000006,3.530000000000001,0,0,1,0,0,1,164.0,123.9,2.0,0.148,14.8,0.10709117221418235,10.7
16,1,3,6.8,0.0,47.0kg,2,7.01,55.36,66.07,6.68,54.55,72.73,68,31.21,47.13,62,36.03,53.68,4530,A1,小野,生奈  福岡,福岡,37,47.0,0.0,0.0,0.15,4,0,1.0,1.0,1.0,6.0,4.0,4.0,-0.0766666666666662,0.7549999999999999,2.0516666666666667,-5.195,-0.2999999999999971,0,0,1,1,0,1,162.0,125.3,1.0,0.226,22.6,0.16353111432706224,16.4
16,1,4,6.84,0.0,55.6kg,6,6.35,52.68,58.93,0.0,0.0,0.0,39,39.86,54.55,19,39.01,54.61,4415,A2,下出,卓矢  福井,石川,39,55.6,0.0,0.0,0.13,3,0,2.0,3.0,6.0,2.0,2.0,1.0,-0.0366666666666661,0.0949999999999997,-4.628333333333333,3.4549999999999983,2.68,0,0,0,0,1,0,141.0,102.30000000000001,3.0,0.13,13.0,0.09406657018813315,9.4
16,1,5,6.89,-0.5,52.4kg,4,5.89,38.3,60.28,4.0,18.18,27.27,42,33.77,51.95,18,31.85,54.81,4420,A2,津久井,拓也  群馬,栃木,38,52.4,0.0,0.0,0.16,3,0,4.0,5.0,5.0,5.0,6.0,6.0,0.0133333333333336,-0.3650000000000002,-0.628333333333333,-2.634999999999998,-4.479999999999997,0,0,0,0,0,0,77.0,67.6,6.0,0.01,1.0,0.007235890014471781,0.7
16,1,6,6.96,-0.5,52.0kg,3,6.04,37.38,57.94,5.82,28.57,60.71,66,34.23,51.01,30,35.0,50.71,5096,A2,上原,崚  東京,沖縄,30,52.0,0.0,0.0,0.13,3,0,6.0,4.0,3.0,4.0,5.0,1.0,0.0833333333333339,-0.2149999999999998,1.191666666666667,-2.1750000000000043,-1.3299999999999983,0,0,1,0,0,0,85.0,99.0,4.0,0.052,5.2,0.03762662807525326,3.8
16,2,1,6.94,0.0,52.5kg,1,6.15,43.75,61.72,7.67,33.33,66.67,27,35.92,50.0,57,33.57,48.25,4148,A2,枝尾,賢  福岡,福岡,44,52.5,0.0,0.0,0.16,3,1,5.0,4.0,1.0,5.0,4.0,4.0,0.0633333333333343,-0.1549999999999993,1.1333333333333335,-1.8016666666666623,-1.4466666666666654,1,0,0,0,0,0,137.0,87.5,5.0,0.742,74.2,0.6298811544991512,63.0
16,2,2,6.94,0.0,52.4kg,6,5.78,36.84,57.14,6.8,45.0,75.0,58,37.32,57.75,15,42.03,56.52,4761,A2,山田,晃大  滋賀,滋賀,36,52.4,0.0,0.0,0.13,3,0,5.0,6.0,3.0,4.0,1.0,1.0,0.0633333333333343,-0.5249999999999995,0.2633333333333336,-0.4016666666666637,7.013333333333335,0,0,0,0,0,0,121.0,92.19999999999999,4.0,0.216,21.6,0.1833616298811545,18.3
16,2,3,6.88,-0.5,52.0kg,2,6.45,50.5,64.36,5.88,39.02,56.1,65,35.9,53.85,21,29.5,41.73,5038,A2,金田,智博  福井,石川,28,52.0,0.0,0.0,0.17,3,0,3.0,3.0,5.0,6.0,6.0,6.0,0.0033333333333338,0.1450000000000004,-0.6566666666666663,-1.8216666666666652,-5.516666666666666,0,0,1,0,0,0,112.0,79.30000000000001,6.0,0.076,7.6,0.06451612903225806,6.5
16,2,4,6.83,0.0,52.0kg,3,6.91,52.89,71.07,6.91,45.45,72.73,44,41.5,59.86,35,32.39,52.11,4446,A1,和田,兼輔  兵庫,兵庫,39,52.0,0.0,0.0,0.13,4,0,2.0,1.0,2.0,1.0,5.0,1.0,-0.0466666666666659,0.6050000000000004,0.3733333333333339,3.778333333333336,-2.626666666666665,0,0,1,0,1,1,174.0,131.8,1.0,0.046,4.6,0.03904923599320883,3.9
16,2,5,6.88,0.0,52.0kg,5,6.06,39.67,58.68,6.53,50.0,68.75,56,38.19,52.08,52,36.96,59.42,4989,A2,石原,翼  静岡,静岡,29,52.0,0.0,0.0,0.13,3,0,3.0,5.0,4.0,2.0,2.0,1.0,0.0033333333333338,-0.2450000000000001,-0.0066666666666659,0.4683333333333337,1.9433333333333351,0,0,1,0,1,0,119.0,108.19999999999999,3.0,0.076,7.6,0.06451612903225806,6.5
16,2,6,6.79,-0.5,51.5kg,4,6.48,50.78,66.41,5.43,30.43,57.97,21,37.5,53.47,75,35.65,53.91,5064,A2,品川,二千翔  山口,山口,27,51.5,0.0,0.0,0.16,3,0,1.0,2.0,6.0,3.0,3.0,4.0,-0.086666666666666,0.1750000000000007,-1.1066666666666665,-0.221666666666664,0.6333333333333329,0,0,1,1,0,1,121.0,117.10000000000001,2.0,0.022,2.2,0.01867572156196944,1.9
16,3,1,6.91,0.0,53.9kg,3,6.25,47.83,58.7,7.0,52.63,71.05,24,31.91,46.81,26,36.3,48.15,4610,A2,佐藤,大佑  東京,千葉,35,53.9,1.0,0.0,0.16,3,0,3.0,3.0,1.0,3.0,3.0,2.0,-0.0133333333333327,0.0166666666666666,1.6133333333333333,1.0300000000000011,1.1216666666666626,1,1,0,0,0,0,170.0,121.0,2.0,0.188,18.8,0.3468634686346863,34.7
16,3,2,6.88,-0.5,52.0kg,4,5.72,35.63,54.02,0.0,0.0,0.0,53,37.93,55.86,64,38.03,59.15,4809,A2,外崎,悟  埼玉,埼玉,37,52.0,0.0,0.0,0.17,3,0,1.0,5.0,6.0,1.0,2.0,5.0,-0.043333333333333,-0.5133333333333336,-5.386666666666667,7.050000000000001,2.8516666666666666,0,0,1,1,1,0,150.0,88.9,4.0,0.04,4.0,0.07380073800738007,7.4
16,3,3,6.99,-0.5,52.7kg,5,5.39,37.98,49.61,5.87,39.47,55.26,40,27.45,49.67,61,32.35,52.94,4452,A2,松尾,祭  香川,愛媛,38,52.7,0.0,0.0,0.17,3,0,6.0,6.0,4.0,5.0,4.0,5.0,0.0666666666666673,-0.8433333333333337,0.4833333333333334,-3.43,-2.828333333333333,0,0,0,0,0,0,82.0,70.9,6.0,0.022,2.2,0.04059040590405903,4.1
16,3,4,6.9,-0.5,50.5kg,6,5.96,42.11,59.4,5.78,11.11,44.44,33,26.85,36.91,72,29.93,47.45,4052,A2,興津,藍  徳島,兵庫,45,50.5,0.0,0.0,0.16,3,0,2.0,4.0,5.0,6.0,6.0,2.0,-0.0233333333333325,-0.2733333333333334,0.3933333333333335,-4.029999999999998,-5.248333333333335,0,0,1,0,0,0,116.0,84.9,5.0,0.004,0.4,0.007380073800738007,0.7
16,3,5,6.94,-0.5,52.1kg,1,7.39,51.88,75.19,6.7,50.0,70.0,45,29.14,40.4,69,30.43,47.1,4659,A1,木下,翔太  大阪,大阪,35,52.1,0.0,0.0,0.14,4,1,5.0,1.0,3.0,4.0,5.0,1.0,0.0166666666666674,1.1566666666666665,1.3133333333333337,-1.7399999999999984,-4.748333333333335,0,0,0,0,0,1,121.0,113.60000000000001,3.0,0.152,15.2,0.28044280442804426,28.0
16,3,6,6.92,-0.5,52.3kg,2,6.69,42.34,63.06,6.97,49.21,73.81,69,32.0,48.0,38,44.03,63.43,5217,A1,藤原,碧生  岡山,岡山,26,52.3,2.0,0.0,0.16,4,0,4.0,2.0,2.0,2.0,1.0,2.0,-0.0033333333333329,0.456666666666667,1.583333333333333,1.120000000000001,8.851666666666667,0,1,0,0,1,1,119.0,123.0,1.0,0.136,13.6,0.25092250922509224,25.1
16,4,1,6.86,-0.5,53.9kg,1,5.77,30.61,53.06,6.93,48.84,70.93,38,35.03,47.77,46,29.85,50.0,4886,A1,入海,馨  岡山,岡山,30,53.9,0.0,0.0,0.14,4,1,1.0,6.0,2.0,2.0,6.0,2.0,-0.0983333333333327,-0.3766666666666678,0.6183333333333332,0.4233333333333391,-3.944999999999993,1,0,0,1,1,0,174.0,117.9,1.0,0.83,83.0,0.7830188679245282,78.3
16,4,2,6.92,-0.5,51.0kg,2,5.95,40.29,58.27,5.16,31.58,44.74,20,51.33,72.0,39,37.23,52.55,3888,A2,山本,英志  東京,広島,51,51.0,0.0,0.0,0.15,3,0,3.0,5.0,6.0,1.0,2.0,4.0,-0.0383333333333331,-0.1966666666666672,-1.1516666666666664,16.723333333333336,3.4350000000000023,0,0,1,0,1,0,137.0,86.2,6.0,0.046,4.6,0.04339622641509434,4.3
16,4,3,7.04,-0.5,45.5kg,3,6.36,46.43,60.71,7.65,67.74,87.1,13,32.45,47.68,50,39.26,54.81,4963,A1,實森,美祐  広島,広島,29,45.5,0.0,0.0,0.15,4,0,5.0,2.0,1.0,3.0,1.0,4.0,0.081666666666667,0.2133333333333329,1.3383333333333338,-2.156666666666659,5.465000000000003,0,0,1,0,0,1,139.0,107.2,3.0,0.056,5.6,0.05283018867924528,5.3
16,4,4,6.95,0.0,53.4kg,4,6.67,50.82,66.39,6.47,50.0,70.0,54,31.97,52.38,47,32.61,47.1,4409,A2,坂元,浩仁  愛知,愛知,40,53.4,1.0,0.0,0.14,3,0,4.0,1.0,3.0,5.0,3.0,2.0,-0.0083333333333328,0.5233333333333325,0.1583333333333332,-2.636666666666663,-1.1849999999999952,0,1,0,0,0,1,126.0,115.5,2.0,0.06,6.0,0.056603773584905655,5.7
16,4,5,7.09,0.0,52.0kg,5,6.0,39.13,63.04,5.4,40.0,50.0,28,32.03,48.37,55,31.88,47.83,4109,A1,谷津,幸宏  埼玉,埼玉,46,52.0,0.0,0.0,0.13,4,0,6.0,4.0,5.0,4.0,5.0,1.0,0.1316666666666668,-0.1466666666666674,-0.9116666666666662,-2.576666666666661,-1.914999999999996,0,0,1,0,0,0,87.0,95.9,4.0,0.034,3.4,0.03207547169811321,3.2
16,4,6,6.89,-0.5,52.0kg,6,6.13,35.66,55.81,6.26,31.58,57.89,14,24.83,44.97,59,31.94,45.83,4227,A2,安達,裕樹  三重,三重,43,52.0,1.0,0.0,0.15,3,0,2.0,3.0,4.0,6.0,4.0,4.0,-0.0683333333333333,-0.0166666666666674,-0.0516666666666667,-9.776666666666664,-1.854999999999993,0,1,1,0,0,0,95.0,86.5,5.0,0.034,3.4,0.03207547169811321,3.2
16,5,1,6.84,0.0,52.5kg,3,6.11,38.85,57.55,8.18,81.82,90.91,26,33.99,50.98,17,32.62,45.39,4850,A1,野中,一平  愛知,岐阜,31,52.5,0.0,0.0,0.12,4,0,1.0,4.0,1.0,3.0,5.0,1.0,-0.0966666666666666,-0.1916666666666664,2.7316666666666665,1.8149999999999975,-1.4149999999999991,1,0,0,1,0,0,188.0,125.7,1.0,0.264,26.4,0.21324717285945075,21.3
16,5,2,6.92,-0.5,52.0kg,4,6.04,37.38,57.94,5.82,28.57,60.71,66,34.23,51.01,30,35.0,50.71,5096,A2,上原,崚  東京,沖縄,30,52.0,0.0,0.0,0.13,3,0,2.0,5.0,4.0,2.0,2.0,2.0,-0.0166666666666666,-0.2616666666666667,0.371666666666667,2.0549999999999926,0.9650000000000034,0,0,1,0,1,0,154.0,96.9,4.0,0.208,20.8,0.1680129240710824,16.8
16,5,3,6.98,0.0,52.0kg,6,5.5,33.04,55.65,0.0,0.0,0.0,22,32.69,48.72,44,33.58,50.0,4962,A2,畑,竜生  三重,三重,29,52.0,0.0,0.0,0.15,3,0,5.0,6.0,6.0,4.0,3.0,5.0,0.0433333333333338,-0.8016666666666667,-5.448333333333333,0.5149999999999935,-0.4549999999999983,0,0,1,0,0,0,87.0,73.5,5.0,0.04,4.0,0.03231017770597738,3.2
16,5,4,6.93,0.0,52.0kg,1,6.59,48.32,65.77,6.0,47.17,58.49,63,35.14,49.32,68,39.86,60.14,4704,A2,河野,大  徳島,徳島,38,52.0,0.0,0.0,0.14,3,1,3.0,2.0,3.0,1.0,1.0,3.0,-0.0066666666666668,0.2883333333333331,0.5516666666666667,2.9649999999999963,5.825000000000003,0,0,1,0,1,1,150.0,110.60000000000002,3.0,0.678,67.8,0.5476575121163166,54.8
16,5,5,6.96,0.0,52.0kg,2,7.07,59.22,72.82,7.06,55.32,74.47,37,29.73,50.68,14,30.28,50.0,4643,A1,近江,翔吾  香川,大阪,33,52.0,0.0,0.0,0.14,4,0,4.0,1.0,2.0,5.0,6.0,3.0,0.0233333333333334,0.7683333333333335,1.6116666666666664,-2.445000000000004,-3.754999999999996,0,0,1,0,0,1,122.0,117.5,2.0,0.024,2.4,0.01938610662358643,1.9
16,5,6,6.99,-0.5,51.5kg,5,6.5,45.93,64.44,5.63,40.0,51.43,25,27.27,42.86,56,32.87,50.35,4042,A2,丸岡,正典  大阪,大阪,46,51.5,1.0,0.0,0.2,3,0,6.0,3.0,5.0,6.0,4.0,6.0,0.0533333333333336,0.1983333333333332,0.1816666666666666,-4.905000000000005,-1.1649999999999991,0,1,1,0,0,0,53.0,73.4,6.0,0.024,2.4,0.01938610662358643,1.9
16,6,1,6.78,0.0,50.0kg,1,6.37,43.14,60.78,6.85,51.96,75.49,57,38.19,54.17,27,34.97,51.05,3822,A1,平尾,崇典  岡山,岡山,53,50.0,0.0,0.0,0.16,4,1,1.0,2.0,2.0,2.0,4.0,4.0,-0.1519999999999992,0.1079999999999996,2.5859999999999994,1.3519999999999968,-2.176000000000002,1,0,1,1,1,1,192.0,127.4,1.0,0.86,86.0,0.6913183279742765,69.1
16,6,2,6.91,-0.5,55.6kg,3,6.35,52.68,58.93,0.0,0.0,0.0,39,39.86,54.55,19,39.01,54.61,4415,A2,下出,卓矢  福井,石川,39,55.6,0.0,0.0,0.13,3,0,2.0,3.0,4.0,1.0,2.0,1.0,-0.0219999999999993,0.0879999999999991,-4.264,3.0219999999999985,1.8639999999999968,0,0,0,0,1,0,174.0,107.69999999999999,3.0,0.098,9.8,0.07877813504823152,7.9
16,6,3,6.97,0.0,52.0kg,2,6.66,51.15,63.36,0.0,0.0,0.0,23,32.9,50.97,70,36.15,53.08,4539,A1,金子,賢志  群馬,群馬,35,52.0,0.0,0.0,0.14,4,0,3.0,1.0,4.0,5.0,3.0,3.0,0.0380000000000002,0.3979999999999997,-4.264,-3.9380000000000015,-0.9960000000000022,0,0,1,0,0,1,142.0,121.20000000000002,2.0,0.152,15.2,0.12218649517684887,12.2
16,6,4,7.01,0.0,52.5kg,4,6.15,43.75,61.72,7.67,33.33,66.67,27,35.92,50.0,57,33.57,48.25,4148,A2,枝尾,賢  福岡,福岡,44,52.5,0.0,0.0,0.16,3,0,5.0,4.0,1.0,4.0,5.0,4.0,0.0780000000000002,-0.1120000000000001,3.406,-0.9179999999999992,-3.5760000000000005,0,0,0,0,0,0,112.0,93.2,5.0,0.034,3.4,0.027331189710610933,2.7
16,6,5,6.99,0.0,52.4kg,5,5.78,36.84,57.14,6.8,45.0,75.0,58,37.32,57.75,15,42.03,56.52,4761,A2,山田,晃大  滋賀,滋賀,36,52.4,0.0,0.0,0.13,3,0,4.0,5.0,3.0,3.0,1.0,1.0,0.0580000000000007,-0.4820000000000002,2.536,0.4819999999999993,4.884,0,0,0,0,0,0,110.0,97.19999999999999,4.0,0.1,10.0,0.08038585209003216,8.0
16,7,1,6.89,0.0,52.0kg,1,6.91,52.89,71.07,6.91,45.45,72.73,44,41.5,59.86,35,32.39,52.11,4446,A1,和田,兼輔  兵庫,兵庫,39,52.0,0.0,0.0,0.13,4,1,3.0,2.0,1.0,1.0,2.0,1.0,-0.0266666666666672,0.6499999999999995,1.1400000000000006,8.171666666666667,0.1233333333333348,1,0,1,0,1,1,194.0,131.7,1.0,0.852,85.2,0.7802197802197801,78.0
16,7,2,6.81,-0.5,51.5kg,2,6.48,50.78,66.41,5.43,30.43,57.97,21,37.5,53.47,75,35.65,53.91,5064,A2,品川,二千翔  山口,山口,27,51.5,0.0,0.0,0.16,3,0,1.0,3.0,5.0,2.0,1.0,3.0,-0.1066666666666673,0.2199999999999997,-0.3399999999999998,4.171666666666667,3.383333333333333,0,0,1,1,1,0,167.0,109.20000000000002,3.0,0.112,11.2,0.10256410256410256,10.3
16,7,3,6.95,0.0,50.5kg,4,5.96,42.11,59.4,5.78,11.11,44.44,33,26.85,36.91,72,29.93,47.45,4052,A2,興津,藍  徳島,兵庫,45,50.5,0.0,0.0,0.16,3,0,4.0,4.0,4.0,6.0,6.0,3.0,0.0333333333333332,-0.3000000000000007,0.0100000000000006,-6.478333333333332,-2.336666666666666,0,0,1,0,0,0,111.0,87.9,4.0,0.04,4.0,0.036630036630036625,3.7
16,7,4,6.87,0.0,52.4kg,5,5.89,38.3,60.28,4.0,18.18,27.27,42,33.77,51.95,18,31.85,54.81,4420,A2,津久井,拓也  群馬,栃木,38,52.4,0.0,0.0,0.16,3,0,2.0,5.0,6.0,3.0,4.0,3.0,-0.0466666666666668,-0.370000000000001,-1.7699999999999996,0.44166666666667,-0.4166666666666643,0,0,0,0,0,0,118.0,81.4,5.0,0.022,2.2,0.020146520146520144,2.0
16,7,5,7.01,-0.5,52.7kg,6,5.39,37.98,49.61,5.87,39.47,55.26,40,27.45,49.67,61,32.35,52.94,4452,A2,松尾,祭  香川,愛媛,38,52.7,0.0,0.0,0.17,3,0,6.0,6.0,3.0,5.0,3.0,6.0,0.0933333333333328,-0.870000000000001,0.1000000000000005,-5.878333333333334,0.0833333333333357,0,0,0,0,0,0,63.0,78.39999999999999,6.0,0.03,3.0,0.02747252747252747,2.7
16,7,6,6.97,-0.5,51.5kg,3,6.93,49.17,67.5,6.63,48.6,66.36,18,32.9,47.74,40,31.43,45.71,5058,A1,前原,大道  岡山,岡山,29,51.5,1.0,0.0,0.14,4,0,5.0,1.0,2.0,4.0,5.0,2.0,0.0533333333333327,0.669999999999999,0.8600000000000003,-0.4283333333333345,-0.836666666666666,0,1,1,0,0,1,107.0,121.5,2.0,0.036,3.6,0.03296703296703296,3.3
16,8,1,6.89,-0.5,45.5kg,6,6.36,46.43,60.71,7.65,67.74,87.1,13,32.45,47.68,50,39.26,54.81,4963,A1,實森,美祐  広島,広島,29,45.5,0.0,0.0,0.15,4,0,1.0,3.0,1.0,3.0,1.0,3.0,-0.0449999999999999,0.0150000000000005,1.9283333333333337,-1.4933333333333323,2.728333333333332,1,0,1,1,0,0,188.0,122.0,1.0,0.654,65.4,0.39021479713603824,39.0
16,8,2,6.94,0.0,52.0kg,1,6.06,39.67,58.68,6.53,50.0,68.75,56,38.19,52.08,52,36.96,59.42,4989,A2,石原,翼  静岡,静岡,29,52.0,0.0,0.0,0.13,3,1,4.0,5.0,4.0,1.0,3.0,1.0,0.0050000000000007,-0.2850000000000001,0.8083333333333336,4.246666666666663,0.4283333333333345,0,0,1,0,1,0,146.0,107.1,3.0,0.714,71.4,0.42601431980906923,42.6
16,8,3,7.02,0.0,53.4kg,4,6.67,50.82,66.39,6.47,50.0,70.0,54,31.97,52.38,47,32.61,47.1,4409,A2,坂元,浩仁  愛知,愛知,40,53.4,1.0,0.0,0.14,3,0,6.0,2.0,5.0,4.0,6.0,2.0,0.0849999999999999,0.3250000000000002,0.7483333333333331,-1.9733333333333365,-3.921666666666667,0,1,0,0,0,1,111.0,101.4,4.0,0.192,19.2,0.11455847255369929,11.5
16,8,4,6.96,0.0,52.0kg,3,5.72,35.63,54.02,0.0,0.0,0.0,53,37.93,55.86,64,38.03,59.15,4809,A2,外崎,悟  埼玉,埼玉,37,52.0,0.0,0.0,0.17,3,0,5.0,6.0,6.0,2.0,2.0,6.0,0.0250000000000003,-0.625,-5.721666666666667,3.9866666666666646,1.4983333333333348,0,0,1,0,1,0,84.0,69.5,6.0,0.006,0.6,0.003579952267303103,0.4
16,8,5,6.91,0.0,53.9kg,5,6.25,47.83,58.7,7.0,52.63,71.05,24,31.91,46.81,26,36.3,48.15,4610,A2,佐藤,大佑  東京,千葉,35,53.9,1.0,0.0,0.16,3,0,3.0,4.0,2.0,5.0,4.0,5.0,-0.0249999999999994,-0.0949999999999997,1.278333333333333,-2.033333333333335,-0.2316666666666691,0,1,0,0,0,0,101.0,91.7,5.0,0.01,1.0,0.005966587112171838,0.6
16,8,6,6.89,0.0,47.0kg,2,7.01,55.36,66.07,6.68,54.55,72.73,68,31.21,47.13,62,36.03,53.68,4530,A1,小野,生奈  福岡,福岡,37,47.0,0.0,0.0,0.15,4,0,1.0,1.0,3.0,6.0,5.0,3.0,-0.0449999999999999,0.665,0.958333333333333,-2.7333333333333343,-0.5016666666666652,0,0,1,1,0,1,127.0,121.1,2.0,0.1,10.0,0.05966587112171838,6.0
16,9,1,6.91,-0.5,52.1kg,1,7.39,51.88,75.19,6.7,50.0,70.0,45,29.14,40.4,69,30.43,47.1,4659,A1,木下,翔太  大阪,大阪,35,52.1,0.0,0.0,0.14,4,1,4.0,1.0,2.0,6.0,5.0,2.0,0.001666666666666,1.215,1.501666666666667,-8.73833333333333,-2.8349999999999937,1,0,0,0,0,1,160.0,122.1,1.0,0.778,77.8,0.6429752066115703,64.3
16,9,2,6.86,-0.5,52.0kg,5,6.45,50.5,64.36,5.88,39.02,56.1,65,35.9,53.85,21,29.5,41.73,5038,A2,金田,智博  福井,石川,28,52.0,0.0,0.0,0.17,3,0,1.0,2.0,3.0,3.0,6.0,6.0,-0.0483333333333337,0.2750000000000003,0.6816666666666666,-1.978333333333332,-3.7649999999999935,0,0,1,1,0,1,167.0,104.70000000000002,3.0,0.252,25.2,0.20826446280991737,20.8
